page_a,page_b,common_words,union_words,common_pct_jaccard
depigeonnage-chatenay-malabry,guepes-versailles,201,772,26.0363
depigeonnage-chatenay-malabry,mouches-antony,377,491,76.7821
depigeonnage-chatenay-malabry,mouches-chatenay-malabry,389,480,81.0417
depigeonnage-chatenay-malabry,mouches-choisy-le-roi,376,490,76.7347
depigeonnage-chatenay-malabry,mouches-orly,375,491,76.3747
depigeonnage-chatenay-malabry,mouches-thiais,374,490,76.3265
depigeonnage-chatenay-malabry,mouches-versailles,373,494,75.5061
depigeonnage-chatenay-malabry,punaises-de-lit-antony,248,764,32.4607
depigeonnage-chatenay-malabry,punaises-de-lit-arcueil,267,758,35.2243
depigeonnage-chatenay-malabry,punaises-de-lit-cachan,215,820,26.2195
depigeonnage-chatenay-malabry,punaises-de-lit-chatenay-malabry,276,760,36.3158
depigeonnage-chatenay-malabry,punaises-de-lit-choisy-le-roi,373,486,76.749
depigeonnage-chatenay-malabry,punaises-de-lit-clamart,269,764,35.2094
depigeonnage-chatenay-malabry,punaises-de-lit-fresnes,212,791,26.8015
depigeonnage-chatenay-malabry,punaises-de-lit-gentilly,269,759,35.4414
depigeonnage-chatenay-malabry,punaises-de-lit-le-kremlin-bicetre,266,756,35.1852
depigeonnage-chatenay-malabry,punaises-de-lit-lhay-les-roses,217,808,26.8564
depigeonnage-chatenay-malabry,punaises-de-lit-orly,372,487,76.386
depigeonnage-chatenay-malabry,punaises-de-lit-thiais,371,486,76.3374
depigeonnage-chatenay-malabry,punaises-de-lit-versailles,371,490,75.7143
depigeonnage-chatenay-malabry,rats-arcueil,268,757,35.4029
depigeonnage-chatenay-malabry,rats-cachan,242,819,29.5482
depigeonnage-chatenay-malabry,rats-fresnes,229,781,29.3214
depigeonnage-chatenay-malabry,rats-gentilly,270,758,35.6201
depigeonnage-chatenay-malabry,rats-le-kremlin-bicetre,267,755,35.3642
depigeonnage-chatenay-malabry,rats-lhay-les-roses,226,774,29.199
depigeonnage-chatenay-malabry,souris-arcueil,268,757,35.4029
depigeonnage-chatenay-malabry,souris-cachan,224,799,28.035
depigeonnage-chatenay-malabry,souris-fresnes,226,780,28.9744
depigeonnage-chatenay-malabry,souris-gentilly,270,758,35.6201
depigeonnage-chatenay-malabry,souris-le-kremlin-bicetre,267,755,35.3642
depigeonnage-chatenay-malabry,souris-lhay-les-roses,230,779,29.525
depigeonnage-chatenay-malabry,xylophages-antony,378,502,75.2988
depigeonnage-chatenay-malabry,xylophages-chatenay-malabry,389,491,79.2261
depigeonnage-chatenay-malabry,xylophages-choisy-le-roi,377,501,75.2495
depigeonnage-chatenay-malabry,xylophages-orly,376,502,74.9004
depigeonnage-chatenay-malabry,xylophages-thiais,375,501,74.8503
depigeonnage-chatenay-malabry,xylophages-versailles,374,505,74.0594
depigeonnage-choisy-le-roi,depigeonnage-orly,425,444,95.7207
depigeonnage-choisy-le-roi,depigeonnage-thiais,424,443,95.7111
depigeonnage-choisy-le-roi,depigeonnage-versailles,422,448,94.1964
depigeonnage-choisy-le-roi,deratisation-antony,272,731,37.2093
depigeonnage-choisy-le-roi,deratisation-chatenay-malabry,254,947,26.8215
depigeonnage-choisy-le-roi,deratisation-chevilly-larue,214,787,27.1919
depigeonnage-choisy-le-roi,deratisation-choisy-le-roi,212,758,27.9683
depigeonnage-choisy-le-roi,deratisation-clamart,215,724,29.6961
depigeonnage-choisy-le-roi,deratisation-orly,238,846,28.1324
depigeonnage-choisy-le-roi,deratisation-rungis,210,696,30.1724
depigeonnage-choisy-le-roi,deratisation-thiais,251,951,26.3933
depigeonnage-choisy-le-roi,deratisation-versailles,215,729,29.4925
depigeonnage-choisy-le-roi,deratisation-villejuif,232,829,27.9855
depigeonnage-choisy-le-roi,deratisation-vitry-sur-seine,235,832,28.2452
depigeonnage-choisy-le-roi,fourmis-antony,379,486,77.9835
depigeonnage-choisy-le-roi,fourmis-chatenay-malabry,377,489,77.0961
depigeonnage-choisy-le-roi,fourmis-choisy-le-roi,387,476,81.3025
depigeonnage-choisy-le-roi,fourmis-orly,379,484,78.3058
depigeonnage-choisy-le-roi,fourmis-thiais,378,483,78.2609
depigeonnage-choisy-le-roi,fourmis-versailles,376,488,77.0492
depigeonnage-choisy-le-roi,frelon-asiatique-chatenay-malabry,383,477,80.2935
depigeonnage-choisy-le-roi,frelon-asiatique-orly,385,472,81.5678
depigeonnage-choisy-le-roi,frelon-asiatique-thiais,384,471,81.5287
depigeonnage-choisy-le-roi,frelons-antony,243,740,32.8378
depigeonnage-choisy-le-roi,frelons-arcueil,145,621,23.3494
depigeonnage-choisy-le-roi,frelons-choisy-le-roi,393,461,85.2495
depigeonnage-choisy-le-roi,frelons-clamart,145,618,23.4628
depigeonnage-choisy-le-roi,frelons-gentilly,147,622,23.6334
depigeonnage-choisy-le-roi,frelons-le-kremlin-bicetre,147,617,23.825
depigeonnage-choisy-le-roi,frelons-orly,385,469,82.0896
depigeonnage-choisy-le-roi,frelons-thiais,384,468,82.0513
depigeonnage-choisy-le-roi,frelons-versailles,213,794,26.8262
depigeonnage-choisy-le-roi,guepes-antony,244,740,32.973
depigeonnage-choisy-le-roi,guepes-arcueil,136,629,21.6216
depigeonnage-choisy-le-roi,guepes-chatenay-malabry,384,474,81.0127
depigeonnage-choisy-le-roi,guepes-choisy-le-roi,394,470,83.8298
depigeonnage-choisy-le-roi,guepes-clamart,136,625,21.76
depigeonnage-choisy-le-roi,guepes-gentilly,138,630,21.9048
depigeonnage-choisy-le-roi,guepes-le-kremlin-bicetre,138,624,22.1154
depigeonnage-choisy-le-roi,guepes-orly,386,469,82.3028
depigeonnage-choisy-le-roi,guepes-thiais,385,468,82.265
depigeonnage-choisy-le-roi,guepes-versailles,202,767,26.3364
depigeonnage-choisy-le-roi,mouches-antony,377,487,77.4127
depigeonnage-choisy-le-roi,mouches-chatenay-malabry,375,490,76.5306
depigeonnage-choisy-le-roi,mouches-choisy-le-roi,385,477,80.7128
depigeonnage-choisy-le-roi,mouches-orly,377,485,77.732
depigeonnage-choisy-le-roi,mouches-thiais,376,484,77.686
depigeonnage-choisy-le-roi,mouches-versailles,374,489,76.4826
depigeonnage-choisy-le-roi,punaises-de-lit-antony,249,759,32.8063
depigeonnage-choisy-le-roi,punaises-de-lit-arcueil,270,751,35.9521
depigeonnage-choisy-le-roi,punaises-de-lit-cachan,218,813,26.8143
depigeonnage-choisy-le-roi,punaises-de-lit-chatenay-malabry,272,760,35.7895
depigeonnage-choisy-le-roi,punaises-de-lit-choisy-le-roi,382,473,80.7611
depigeonnage-choisy-le-roi,punaises-de-lit-clamart,272,757,35.9313
depigeonnage-choisy-le-roi,punaises-de-lit-fresnes,214,785,27.2611
depigeonnage-choisy-le-roi,punaises-de-lit-gentilly,272,752,36.1702
depigeonnage-choisy-le-roi,punaises-de-lit-le-kremlin-bicetre,269,749,35.9146
depigeonnage-choisy-le-roi,punaises-de-lit-lhay-les-roses,218,803,27.1482
depigeonnage-choisy-le-roi,punaises-de-lit-orly,374,481,77.7547
depigeonnage-choisy-le-roi,punaises-de-lit-thiais,373,480,77.7083
depigeonnage-choisy-le-roi,punaises-de-lit-versailles,372,485,76.701
depigeonnage-choisy-le-roi,rats-arcueil,270,751,35.9521
depigeonnage-choisy-le-roi,rats-cachan,244,813,30.0123
depigeonnage-choisy-le-roi,rats-fresnes,231,775,29.8065
depigeonnage-choisy-le-roi,rats-gentilly,272,752,36.1702
depigeonnage-choisy-le-roi,rats-le-kremlin-bicetre,269,749,35.9146
depigeonnage-choisy-le-roi,rats-lhay-les-roses,226,770,29.3506
depigeonnage-choisy-le-roi,souris-arcueil,270,751,35.9521
depigeonnage-choisy-le-roi,souris-cachan,226,793,28.4994
depigeonnage-choisy-le-roi,souris-fresnes,227,775,29.2903
depigeonnage-choisy-le-roi,souris-gentilly,272,752,36.1702
depigeonnage-choisy-le-roi,souris-le-kremlin-bicetre,269,749,35.9146
depigeonnage-choisy-le-roi,souris-lhay-les-roses,230,775,29.6774
depigeonnage-choisy-le-roi,xylophages-antony,377,499,75.5511
depigeonnage-choisy-le-roi,xylophages-chatenay-malabry,375,501,74.8503
depigeonnage-choisy-le-roi,xylophages-choisy-le-roi,385,489,78.7321
depigeonnage-choisy-le-roi,xylophages-orly,377,497,75.8551
depigeonnage-choisy-le-roi,xylophages-thiais,376,496,75.8065
depigeonnage-choisy-le-roi,xylophages-versailles,374,501,74.6507
depigeonnage-orly,depigeonnage-thiais,427,441,96.8254
depigeonnage-orly,depigeonnage-versailles,424,447,94.8546
depigeonnage-orly,deratisation-antony,272,732,37.1585
depigeonnage-orly,deratisation-chatenay-malabry,254,948,26.7932
depigeonnage-orly,deratisation-chevilly-larue,213,789,26.9962
depigeonnage-orly,deratisation-choisy-le-roi,212,759,27.9315
depigeonnage-orly,deratisation-clamart,215,725,29.6552
depigeonnage-orly,deratisation-orly,239,846,28.2506
depigeonnage-orly,deratisation-rungis,210,697,30.1291
depigeonnage-orly,deratisation-thiais,251,952,26.3655
depigeonnage-orly,deratisation-versailles,215,730,29.4521
depigeonnage-orly,deratisation-villejuif,232,830,27.9518
depigeonnage-orly,deratisation-vitry-sur-seine,235,833,28.2113
depigeonnage-orly,fourmis-antony,380,486,78.1893
depigeonnage-orly,fourmis-chatenay-malabry,377,490,76.9388
depigeonnage-orly,fourmis-choisy-le-roi,380,484,78.5124
depigeonnage-orly,fourmis-orly,388,476,81.5126
depigeonnage-orly,fourmis-thiais,380,482,78.8382
depigeonnage-orly,fourmis-versailles,377,488,77.2541
depigeonnage-orly,frelon-asiatique-chatenay-malabry,382,479,79.7495
depigeonnage-orly,frelon-asiatique-orly,393,465,84.5161
depigeonnage-orly,frelon-asiatique-thiais,385,471,81.741
depigeonnage-orly,frelons-antony,243,741,32.7935
depigeonnage-orly,frelons-arcueil,144,623,23.114
depigeonnage-orly,frelons-choisy-le-roi,386,469,82.3028
depigeonnage-orly,frelons-clamart,145,619,23.4249
depigeonnage-orly,frelons-gentilly,146,624,23.3974
depigeonnage-orly,frelons-le-kremlin-bicetre,147,618,23.7864
depigeonnage-orly,frelons-orly,394,461,85.4664
depigeonnage-orly,frelons-thiais,386,467,82.6552
depigeonnage-orly,frelons-versailles,213,795,26.7925
depigeonnage-orly,guepes-antony,245,740,33.1081
depigeonnage-orly,guepes-arcueil,135,631,21.3946
depigeonnage-orly,guepes-chatenay-malabry,384,475,80.8421
depigeonnage-orly,guepes-choisy-le-roi,387,478,80.9623
depigeonnage-orly,guepes-clamart,136,626,21.7252
depigeonnage-orly,guepes-gentilly,137,632,21.6772
depigeonnage-orly,guepes-le-kremlin-bicetre,138,625,22.08
depigeonnage-orly,guepes-orly,395,461,85.6833
depigeonnage-orly,guepes-thiais,387,467,82.8694
depigeonnage-orly,guepes-versailles,202,768,26.3021
depigeonnage-orly,mouches-antony,378,487,77.6181
depigeonnage-orly,mouches-chatenay-malabry,375,491,76.3747
depigeonnage-orly,mouches-choisy-le-roi,378,485,77.9381
depigeonnage-orly,mouches-orly,386,477,80.9224
depigeonnage-orly,mouches-thiais,378,483,78.2609
depigeonnage-orly,mouches-versailles,375,489,76.6871
depigeonnage-orly,punaises-de-lit-antony,249,760,32.7632
depigeonnage-orly,punaises-de-lit-arcueil,270,752,35.9043
depigeonnage-orly,punaises-de-lit-cachan,218,814,26.7813
depigeonnage-orly,punaises-de-lit-chatenay-malabry,272,761,35.7424
depigeonnage-orly,punaises-de-lit-choisy-le-roi,375,481,77.9626
depigeonnage-orly,punaises-de-lit-clamart,272,758,35.8839
depigeonnage-orly,punaises-de-lit-fresnes,214,786,27.2265
depigeonnage-orly,punaises-de-lit-gentilly,272,753,36.1222
depigeonnage-orly,punaises-de-lit-le-kremlin-bicetre,269,750,35.8667
depigeonnage-orly,punaises-de-lit-lhay-les-roses,218,804,27.1144
depigeonnage-orly,punaises-de-lit-orly,383,473,80.9725
depigeonnage-orly,punaises-de-lit-thiais,375,479,78.2881
depigeonnage-orly,punaises-de-lit-versailles,373,485,76.9072
depigeonnage-orly,rats-arcueil,271,751,36.0852
depigeonnage-orly,rats-cachan,245,813,30.1353
depigeonnage-orly,rats-fresnes,231,776,29.768
depigeonnage-orly,rats-gentilly,273,752,36.3032
depigeonnage-orly,rats-le-kremlin-bicetre,270,749,36.0481
depigeonnage-orly,rats-lhay-les-roses,227,770,29.4805
depigeonnage-orly,souris-arcueil,271,751,36.0852
depigeonnage-orly,souris-cachan,227,793,28.6255
depigeonnage-orly,souris-fresnes,228,775,29.4194
depigeonnage-orly,souris-gentilly,273,752,36.3032
depigeonnage-orly,souris-le-kremlin-bicetre,270,749,36.0481
depigeonnage-orly,souris-lhay-les-roses,231,775,29.8065
depigeonnage-orly,xylophages-antony,378,499,75.7515
depigeonnage-orly,xylophages-chatenay-malabry,375,502,74.7012
depigeonnage-orly,xylophages-choisy-le-roi,378,497,76.0563
depigeonnage-orly,xylophages-orly,386,489,78.9366
depigeonnage-orly,xylophages-thiais,378,495,76.3636
depigeonnage-orly,xylophages-versailles,375,501,74.8503
depigeonnage-thiais,depigeonnage-versailles,423,446,94.843
depigeonnage-thiais,deratisation-antony,272,730,37.2603
depigeonnage-thiais,deratisation-chatenay-malabry,253,947,26.7159
depigeonnage-thiais,deratisation-chevilly-larue,214,786,27.2265
depigeonnage-thiais,deratisation-choisy-le-roi,213,756,28.1746
depigeonnage-thiais,deratisation-clamart,216,722,29.9169
depigeonnage-thiais,deratisation-orly,238,845,28.1657
depigeonnage-thiais,deratisation-rungis,211,694,30.4035
depigeonnage-thiais,deratisation-thiais,255,946,26.9556
depigeonnage-thiais,deratisation-versailles,215,728,29.533
depigeonnage-thiais,deratisation-villejuif,233,827,28.1741
depigeonnage-thiais,deratisation-vitry-sur-seine,236,830,28.4337
depigeonnage-thiais,fourmis-antony,380,484,78.5124
depigeonnage-thiais,fourmis-chatenay-malabry,376,489,76.8916
depigeonnage-thiais,fourmis-choisy-le-roi,379,483,78.4679
depigeonnage-thiais,fourmis-orly,380,482,78.8382
depigeonnage-thiais,fourmis-thiais,386,474,81.4346
depigeonnage-thiais,fourmis-versailles,376,487,77.2074
depigeonnage-thiais,frelon-asiatique-chatenay-malabry,381,478,79.7071
depigeonnage-thiais,frelon-asiatique-orly,385,471,81.741
depigeonnage-thiais,frelon-asiatique-thiais,391,463,84.4492
depigeonnage-thiais,frelons-antony,243,739,32.8823
depigeonnage-thiais,frelons-arcueil,144,621,23.1884
depigeonnage-thiais,frelons-choisy-le-roi,385,468,82.265
depigeonnage-thiais,frelons-clamart,145,617,23.5008
depigeonnage-thiais,frelons-gentilly,146,622,23.4727
depigeonnage-thiais,frelons-le-kremlin-bicetre,148,615,24.065
depigeonnage-thiais,frelons-orly,386,467,82.6552
depigeonnage-thiais,frelons-thiais,392,459,85.4031
depigeonnage-thiais,frelons-versailles,213,793,26.86
depigeonnage-thiais,guepes-antony,245,738,33.1978
depigeonnage-thiais,guepes-arcueil,135,629,21.4626
depigeonnage-thiais,guepes-chatenay-malabry,383,474,80.8017
depigeonnage-thiais,guepes-choisy-le-roi,386,477,80.9224
depigeonnage-thiais,guepes-clamart,136,624,21.7949
depigeonnage-thiais,guepes-gentilly,137,630,21.746
depigeonnage-thiais,guepes-le-kremlin-bicetre,139,622,22.3473
depigeonnage-thiais,guepes-orly,387,467,82.8694
depigeonnage-thiais,guepes-thiais,393,459,85.6209
depigeonnage-thiais,guepes-versailles,202,766,26.3708
depigeonnage-thiais,mouches-antony,378,485,77.9381
depigeonnage-thiais,mouches-chatenay-malabry,374,490,76.3265
depigeonnage-thiais,mouches-choisy-le-roi,377,484,77.8926
depigeonnage-thiais,mouches-orly,378,483,78.2609
depigeonnage-thiais,mouches-thiais,384,475,80.8421
depigeonnage-thiais,mouches-versailles,374,488,76.6393
depigeonnage-thiais,punaises-de-lit-antony,249,758,32.8496
depigeonnage-thiais,punaises-de-lit-arcueil,271,749,36.1816
depigeonnage-thiais,punaises-de-lit-cachan,219,811,27.0037
depigeonnage-thiais,punaises-de-lit-chatenay-malabry,272,759,35.8366
depigeonnage-thiais,punaises-de-lit-choisy-le-roi,374,480,77.9167
depigeonnage-thiais,punaises-de-lit-clamart,272,756,35.9788
depigeonnage-thiais,punaises-de-lit-fresnes,215,783,27.4585
depigeonnage-thiais,punaises-de-lit-gentilly,273,750,36.4
depigeonnage-thiais,punaises-de-lit-le-kremlin-bicetre,270,747,36.1446
depigeonnage-thiais,punaises-de-lit-lhay-les-roses,219,801,27.3408
depigeonnage-thiais,punaises-de-lit-orly,375,479,78.2881
depigeonnage-thiais,punaises-de-lit-thiais,381,471,80.8917
depigeonnage-thiais,punaises-de-lit-versailles,372,484,76.8595
depigeonnage-thiais,rats-arcueil,272,748,36.3636
depigeonnage-thiais,rats-cachan,247,809,30.5315
depigeonnage-thiais,rats-fresnes,232,773,30.0129
depigeonnage-thiais,rats-gentilly,274,749,36.5821
depigeonnage-thiais,rats-le-kremlin-bicetre,271,746,36.3271
depigeonnage-thiais,rats-lhay-les-roses,228,767,29.7262
depigeonnage-thiais,souris-arcueil,272,748,36.3636
depigeonnage-thiais,souris-cachan,228,790,28.8608
depigeonnage-thiais,souris-fresnes,229,772,29.6632
depigeonnage-thiais,souris-gentilly,274,749,36.5821
depigeonnage-thiais,souris-le-kremlin-bicetre,271,746,36.3271
depigeonnage-thiais,souris-lhay-les-roses,232,772,30.0518
depigeonnage-thiais,xylophages-antony,378,497,76.0563
depigeonnage-thiais,xylophages-chatenay-malabry,374,501,74.6507
depigeonnage-thiais,xylophages-choisy-le-roi,377,496,76.0081
depigeonnage-thiais,xylophages-orly,378,495,76.3636
depigeonnage-thiais,xylophages-thiais,384,487,78.8501
depigeonnage-thiais,xylophages-versailles,374,500,74.8
depigeonnage-versailles,deratisation-antony,271,734,36.921
depigeonnage-versailles,deratisation-chatenay-malabry,253,950,26.6316
depigeonnage-versailles,deratisation-chevilly-larue,213,790,26.962
depigeonnage-versailles,deratisation-choisy-le-roi,212,760,27.8947
depigeonnage-versailles,deratisation-clamart,214,727,29.436
depigeonnage-versailles,deratisation-orly,235,851,27.6146
depigeonnage-versailles,deratisation-rungis,210,698,30.086
depigeonnage-versailles,deratisation-thiais,250,954,26.2055
depigeonnage-versailles,deratisation-versailles,227,719,31.5716
depigeonnage-versailles,deratisation-villejuif,232,831,27.9182
depigeonnage-versailles,deratisation-vitry-sur-seine,232,837,27.718
depigeonnage-versailles,fourmis-antony,378,489,77.3006
depigeonnage-versailles,fourmis-chatenay-malabry,375,493,76.0649
depigeonnage-versailles,fourmis-choisy-le-roi,377,488,77.2541
depigeonnage-versailles,fourmis-orly,377,488,77.2541
depigeonnage-versailles,fourmis-thiais,376,487,77.2074
depigeonnage-versailles,fourmis-versailles,389,477,81.5514
depigeonnage-versailles,frelon-asiatique-chatenay-malabry,380,482,78.8382
depigeonnage-versailles,frelon-asiatique-orly,382,477,80.0839
depigeonnage-versailles,frelon-asiatique-thiais,381,476,80.042
depigeonnage-versailles,frelons-antony,242,743,32.5707
depigeonnage-versailles,frelons-arcueil,142,626,22.6837
depigeonnage-versailles,frelons-choisy-le-roi,383,473,80.9725
depigeonnage-versailles,frelons-clamart,143,622,22.9904
depigeonnage-versailles,frelons-gentilly,145,626,23.1629
depigeonnage-versailles,frelons-le-kremlin-bicetre,146,620,23.5484
depigeonnage-versailles,frelons-orly,383,473,80.9725
depigeonnage-versailles,frelons-thiais,382,472,80.9322
depigeonnage-versailles,frelons-versailles,221,788,28.0457
depigeonnage-versailles,guepes-antony,244,742,32.8841
depigeonnage-versailles,guepes-arcueil,133,634,20.9779
depigeonnage-versailles,guepes-chatenay-malabry,382,478,79.9163
depigeonnage-versailles,guepes-choisy-le-roi,384,482,79.668
depigeonnage-versailles,guepes-clamart,134,629,21.3037
depigeonnage-versailles,guepes-gentilly,136,634,21.4511
depigeonnage-versailles,guepes-le-kremlin-bicetre,137,627,21.8501
depigeonnage-versailles,guepes-orly,384,473,81.1839
depigeonnage-versailles,guepes-thiais,383,472,81.1441
depigeonnage-versailles,guepes-versailles,209,762,27.4278
depigeonnage-versailles,mouches-antony,376,490,76.7347
depigeonnage-versailles,mouches-chatenay-malabry,373,494,75.5061
depigeonnage-versailles,mouches-choisy-le-roi,375,489,76.6871
depigeonnage-versailles,mouches-orly,375,489,76.6871
depigeonnage-versailles,mouches-thiais,374,488,76.6393
depigeonnage-versailles,mouches-versailles,387,478,80.9623
depigeonnage-versailles,punaises-de-lit-antony,248,762,32.5459
depigeonnage-versailles,punaises-de-lit-arcueil,268,755,35.4967
depigeonnage-versailles,punaises-de-lit-cachan,216,817,26.4382
depigeonnage-versailles,punaises-de-lit-chatenay-malabry,269,765,35.1634
depigeonnage-versailles,punaises-de-lit-choisy-le-roi,372,485,76.701
depigeonnage-versailles,punaises-de-lit-clamart,269,762,35.3018
depigeonnage-versailles,punaises-de-lit-fresnes,213,788,27.0305
depigeonnage-versailles,punaises-de-lit-gentilly,269,757,35.535
depigeonnage-versailles,punaises-de-lit-le-kremlin-bicetre,267,753,35.4582
depigeonnage-versailles,punaises-de-lit-lhay-les-roses,217,806,26.9231
depigeonnage-versailles,punaises-de-lit-orly,372,485,76.701
depigeonnage-versailles,punaises-de-lit-thiais,371,484,76.6529
depigeonnage-versailles,punaises-de-lit-versailles,385,474,81.2236
depigeonnage-versailles,rats-arcueil,269,754,35.6764
depigeonnage-versailles,rats-cachan,243,816,29.7794
depigeonnage-versailles,rats-fresnes,231,777,29.7297
depigeonnage-versailles,rats-gentilly,270,756,35.7143
depigeonnage-versailles,rats-le-kremlin-bicetre,268,752,35.6383
depigeonnage-versailles,rats-lhay-les-roses,227,771,29.4423
depigeonnage-versailles,souris-arcueil,269,754,35.6764
depigeonnage-versailles,souris-cachan,225,796,28.2663
depigeonnage-versailles,souris-fresnes,226,778,29.0488
depigeonnage-versailles,souris-gentilly,270,756,35.7143
depigeonnage-versailles,souris-le-kremlin-bicetre,268,752,35.6383
depigeonnage-versailles,souris-lhay-les-roses,230,777,29.601
depigeonnage-versailles,xylophages-antony,376,502,74.9004
depigeonnage-versailles,xylophages-chatenay-malabry,373,505,73.8614
depigeonnage-versailles,xylophages-choisy-le-roi,375,501,74.8503
depigeonnage-versailles,xylophages-orly,375,501,74.8503
depigeonnage-versailles,xylophages-thiais,374,500,74.8
depigeonnage-versailles,xylophages-versailles,387,490,78.9796
deratisation-antony,deratisation-chatenay-malabry,315,1021,30.8521
deratisation-antony,deratisation-chevilly-larue,251,885,28.3616
deratisation-antony,deratisation-choisy-le-roi,251,854,29.3911
deratisation-antony,deratisation-clamart,244,830,29.3976
deratisation-antony,deratisation-orly,285,934,30.5139
deratisation-antony,deratisation-rungis,243,798,30.4511
deratisation-antony,deratisation-thiais,312,1025,30.439
deratisation-antony,deratisation-versailles,244,835,29.2216
deratisation-antony,deratisation-villejuif,278,918,30.2832
deratisation-antony,deratisation-vitry-sur-seine,286,916,31.2227
deratisation-antony,fourmis-antony,277,723,38.3126
deratisation-antony,fourmis-chatenay-malabry,265,736,36.0054
deratisation-antony,fourmis-choisy-le-roi,267,731,36.5253
deratisation-antony,fourmis-orly,266,732,36.3388
deratisation-antony,fourmis-thiais,266,730,36.4384
deratisation-antony,fourmis-versailles,265,734,36.1035
deratisation-antony,frelon-asiatique-chatenay-malabry,263,732,35.929
deratisation-antony,frelon-asiatique-orly,264,728,36.2637
deratisation-antony,frelon-asiatique-thiais,264,726,36.3636
deratisation-antony,frelons-antony,354,764,46.3351
deratisation-antony,frelons-arcueil,163,738,22.0867
deratisation-antony,frelons-choisy-le-roi,263,726,36.2259
deratisation-antony,frelons-clamart,157,741,21.1876
deratisation-antony,frelons-gentilly,161,743,21.6689
deratisation-antony,frelons-le-kremlin-bicetre,161,738,21.8157
deratisation-antony,frelons-orly,262,727,36.0385
deratisation-antony,frelons-thiais,262,725,36.1379
deratisation-antony,frelons-versailles,258,884,29.1855
deratisation-antony,guepes-antony,357,762,46.8504
deratisation-antony,guepes-arcueil,154,746,20.6434
deratisation-antony,guepes-chatenay-malabry,263,730,36.0274
deratisation-antony,guepes-choisy-le-roi,268,731,36.6621
deratisation-antony,guepes-clamart,148,748,19.7861
deratisation-antony,guepes-gentilly,152,751,20.2397
deratisation-antony,guepes-le-kremlin-bicetre,152,745,20.4027
deratisation-antony,guepes-orly,264,726,36.3636
deratisation-antony,guepes-thiais,264,724,36.4641
deratisation-antony,guepes-versailles,238,866,27.4827
deratisation-antony,mouches-antony,279,720,38.75
deratisation-antony,mouches-chatenay-malabry,267,733,36.4256
deratisation-antony,mouches-choisy-le-roi,269,728,36.9505
deratisation-antony,mouches-orly,268,729,36.7627
deratisation-antony,mouches-thiais,268,727,36.8638
deratisation-antony,mouches-versailles,267,731,36.5253
deratisation-antony,punaises-de-lit-antony,371,772,48.057
deratisation-antony,punaises-de-lit-arcueil,320,836,38.2775
deratisation-antony,punaises-de-lit-cachan,256,910,28.1319
deratisation-antony,punaises-de-lit-chatenay-malabry,322,845,38.1065
deratisation-antony,punaises-de-lit-choisy-le-roi,266,724,36.7403
deratisation-antony,punaises-de-lit-clamart,322,842,38.2423
deratisation-antony,punaises-de-lit-fresnes,244,890,27.4157
deratisation-antony,punaises-de-lit-gentilly,323,836,38.6364
deratisation-antony,punaises-de-lit-le-kremlin-bicetre,319,834,38.2494
deratisation-antony,punaises-de-lit-lhay-les-roses,246,910,27.033
deratisation-antony,punaises-de-lit-orly,265,725,36.5517
deratisation-antony,punaises-de-lit-thiais,265,723,36.6528
deratisation-antony,punaises-de-lit-versailles,265,727,36.4512
deratisation-antony,rats-arcueil,320,836,38.2775
deratisation-antony,rats-cachan,296,896,33.0357
deratisation-antony,rats-fresnes,273,868,31.4516
deratisation-antony,rats-gentilly,323,836,38.6364
deratisation-antony,rats-le-kremlin-bicetre,319,834,38.2494
deratisation-antony,rats-lhay-les-roses,274,857,31.972
deratisation-antony,souris-arcueil,320,836,38.2775
deratisation-antony,souris-cachan,271,883,30.6908
deratisation-antony,souris-fresnes,263,874,30.0915
deratisation-antony,souris-gentilly,323,836,38.6364
deratisation-antony,souris-le-kremlin-bicetre,319,834,38.2494
deratisation-antony,souris-lhay-les-roses,271,869,31.1853
deratisation-antony,xylophages-antony,279,732,38.1148
deratisation-antony,xylophages-chatenay-malabry,267,744,35.8871
deratisation-antony,xylophages-choisy-le-roi,269,740,36.3514
deratisation-antony,xylophages-orly,268,741,36.1673
deratisation-antony,xylophages-thiais,268,739,36.2652
deratisation-antony,xylophages-versailles,267,743,35.9354
deratisation-chatenay-malabry,deratisation-chevilly-larue,412,922,44.6855
deratisation-chatenay-malabry,deratisation-choisy-le-roi,423,880,48.0682
deratisation-chatenay-malabry,deratisation-clamart,402,870,46.2069
deratisation-chatenay-malabry,deratisation-orly,469,948,49.4726
deratisation-chatenay-malabry,deratisation-rungis,393,846,46.4539
deratisation-chatenay-malabry,deratisation-thiais,749,786,95.2926
deratisation-chatenay-malabry,deratisation-versailles,402,875,45.9429
deratisation-chatenay-malabry,deratisation-villejuif,457,937,48.7727
deratisation-chatenay-malabry,deratisation-vitry-sur-seine,456,944,48.3051
deratisation-chatenay-malabry,fourmis-antony,255,943,27.0414
deratisation-chatenay-malabry,fourmis-chatenay-malabry,263,936,28.0983
deratisation-chatenay-malabry,fourmis-choisy-le-roi,255,941,27.0988
deratisation-chatenay-malabry,fourmis-orly,255,941,27.0988
deratisation-chatenay-malabry,fourmis-thiais,254,940,27.0213
deratisation-chatenay-malabry,fourmis-versailles,254,943,26.9353
deratisation-chatenay-malabry,frelon-asiatique-chatenay-malabry,255,938,27.1855
deratisation-chatenay-malabry,frelon-asiatique-orly,247,943,26.193
deratisation-chatenay-malabry,frelon-asiatique-thiais,246,942,26.1146
