page_a,page_b,common_words,union_words,common_pct_jaccard
cafards-lhay-les-roses,xylophages-chatenay-malabry,231,781,29.5775
cafards-lhay-les-roses,xylophages-choisy-le-roi,232,778,29.8201
cafards-lhay-les-roses,xylophages-orly,232,778,29.8201
cafards-lhay-les-roses,xylophages-thiais,233,775,30.0645
cafards-lhay-les-roses,xylophages-versailles,230,781,29.4494
cafards-orly,cafards-thiais,442,456,96.9298
cafards-orly,cafards-versailles,439,462,95.0216
cafards-orly,chenille-processionnaire-antony,391,502,77.8884
cafards-orly,chenille-processionnaire-chatenay-malabry,389,505,77.0297
cafards-orly,chenille-processionnaire-choisy-le-roi,392,499,78.5571
cafards-orly,chenille-processionnaire-orly,400,491,81.4664
cafards-orly,chenille-processionnaire-thiais,392,497,78.8732
cafards-orly,chenille-processionnaire-versailles,389,503,77.336
cafards-orly,depigeonnage-antony,380,506,75.0988
cafards-orly,depigeonnage-chatenay-malabry,378,510,74.1176
cafards-orly,depigeonnage-choisy-le-roi,380,504,75.3968
cafards-orly,depigeonnage-orly,389,496,78.4274
cafards-orly,depigeonnage-thiais,381,502,75.8964
cafards-orly,depigeonnage-versailles,378,508,74.4094
cafards-orly,deratisation-antony,280,739,37.889
cafards-orly,deratisation-chatenay-malabry,257,960,26.7708
cafards-orly,deratisation-chevilly-larue,219,798,27.4436
cafards-orly,deratisation-choisy-le-roi,217,769,28.2185
cafards-orly,deratisation-clamart,219,736,29.7554
cafards-orly,deratisation-orly,243,857,28.3547
cafards-orly,deratisation-rungis,216,706,30.5949
cafards-orly,deratisation-thiais,254,964,26.3485
cafards-orly,deratisation-versailles,219,741,29.5547
cafards-orly,deratisation-villejuif,239,838,28.5203
cafards-orly,deratisation-vitry-sur-seine,241,842,28.6223
cafards-orly,fourmis-antony,392,489,80.1636
cafards-orly,fourmis-chatenay-malabry,390,492,79.2683
cafards-orly,fourmis-choisy-le-roi,393,486,80.8642
cafards-orly,fourmis-orly,401,478,83.8912
cafards-orly,fourmis-thiais,393,484,81.1983
cafards-orly,fourmis-versailles,390,490,79.5918
cafards-orly,frelon-asiatique-chatenay-malabry,374,502,74.502
cafards-orly,frelon-asiatique-orly,385,488,78.8934
cafards-orly,frelon-asiatique-thiais,377,494,76.3158
cafards-orly,frelons-antony,244,755,32.3179
cafards-orly,frelons-arcueil,146,636,22.956
cafards-orly,frelons-choisy-le-roi,377,493,76.4706
cafards-orly,frelons-clamart,146,633,23.0648
cafards-orly,frelons-gentilly,148,637,23.2339
cafards-orly,frelons-le-kremlin-bicetre,149,631,23.6133
cafards-orly,frelons-orly,385,485,79.3814
cafards-orly,frelons-thiais,377,491,76.7821
cafards-orly,frelons-versailles,221,802,27.5561
cafards-orly,guepes-antony,249,751,33.1558
cafards-orly,guepes-arcueil,139,642,21.6511
cafards-orly,guepes-chatenay-malabry,373,501,74.4511
cafards-orly,guepes-choisy-le-roi,376,504,74.6032
cafards-orly,guepes-clamart,139,638,21.7868
cafards-orly,guepes-gentilly,141,643,21.9285
cafards-orly,guepes-le-kremlin-bicetre,142,636,22.327
cafards-orly,guepes-orly,384,487,78.8501
cafards-orly,guepes-thiais,376,493,76.2677
cafards-orly,guepes-versailles,206,779,26.4442
cafards-orly,mouches-antony,391,489,79.9591
cafards-orly,mouches-chatenay-malabry,389,492,79.065
cafards-orly,mouches-choisy-le-roi,392,486,80.6584
cafards-orly,mouches-orly,400,478,83.682
cafards-orly,mouches-thiais,392,484,80.9917
cafards-orly,mouches-versailles,389,490,79.3878
cafards-orly,punaises-de-lit-antony,261,763,34.2071
cafards-orly,punaises-de-lit-arcueil,270,767,35.2021
cafards-orly,punaises-de-lit-cachan,230,817,28.1518
cafards-orly,punaises-de-lit-chatenay-malabry,272,776,35.0515
cafards-orly,punaises-de-lit-choisy-le-roi,389,482,80.7054
cafards-orly,punaises-de-lit-clamart,272,773,35.1876
cafards-orly,punaises-de-lit-fresnes,225,790,28.481
cafards-orly,punaises-de-lit-gentilly,272,768,35.4167
cafards-orly,punaises-de-lit-le-kremlin-bicetre,270,764,35.3403
cafards-orly,punaises-de-lit-lhay-les-roses,230,807,28.5006
cafards-orly,punaises-de-lit-orly,397,474,83.7553
cafards-orly,punaises-de-lit-thiais,389,480,81.0417
cafards-orly,punaises-de-lit-versailles,387,486,79.6296
cafards-orly,rats-arcueil,271,766,35.3786
cafards-orly,rats-cachan,250,823,30.3767
cafards-orly,rats-fresnes,236,786,30.0254
cafards-orly,rats-gentilly,273,767,35.5932
cafards-orly,rats-le-kremlin-bicetre,271,763,35.5177
cafards-orly,rats-lhay-les-roses,231,781,29.5775
cafards-orly,souris-arcueil,271,766,35.3786
cafards-orly,souris-cachan,229,806,28.4119
cafards-orly,souris-fresnes,231,787,29.352
cafards-orly,souris-gentilly,273,767,35.5932
cafards-orly,souris-le-kremlin-bicetre,271,763,35.5177
cafards-orly,souris-lhay-les-roses,236,785,30.0637
cafards-orly,xylophages-antony,388,504,76.9841
cafards-orly,xylophages-chatenay-malabry,386,506,76.2846
cafards-orly,xylophages-choisy-le-roi,389,501,77.6447
cafards-orly,xylophages-orly,397,493,80.5274
cafards-orly,xylophages-thiais,389,499,77.9559
cafards-orly,xylophages-versailles,386,505,76.4356
cafards-thiais,cafards-versailles,438,461,95.0108
cafards-thiais,chenille-processionnaire-antony,391,500,78.2
cafards-thiais,chenille-processionnaire-chatenay-malabry,388,504,76.9841
cafards-thiais,chenille-processionnaire-choisy-le-roi,391,498,78.5141
cafards-thiais,chenille-processionnaire-orly,392,497,78.8732
cafards-thiais,chenille-processionnaire-thiais,398,489,81.3906
cafards-thiais,chenille-processionnaire-versailles,388,502,77.2908
cafards-thiais,depigeonnage-antony,380,504,75.3968
cafards-thiais,depigeonnage-chatenay-malabry,377,509,74.0668
cafards-thiais,depigeonnage-choisy-le-roi,379,503,75.3479
cafards-thiais,depigeonnage-orly,381,502,75.8964
cafards-thiais,depigeonnage-thiais,387,494,78.3401
cafards-thiais,depigeonnage-versailles,377,507,74.359
cafards-thiais,deratisation-antony,280,737,37.9919
cafards-thiais,deratisation-chatenay-malabry,256,959,26.6945
cafards-thiais,deratisation-chevilly-larue,220,795,27.673
cafards-thiais,deratisation-choisy-le-roi,218,766,28.4595
cafards-thiais,deratisation-clamart,220,733,30.0136
cafards-thiais,deratisation-orly,242,856,28.271
cafards-thiais,deratisation-rungis,217,703,30.8677
cafards-thiais,deratisation-thiais,258,958,26.9311
cafards-thiais,deratisation-versailles,219,739,29.6346
cafards-thiais,deratisation-villejuif,240,835,28.7425
cafards-thiais,deratisation-vitry-sur-seine,242,839,28.8439
cafards-thiais,fourmis-antony,392,487,80.4928
cafards-thiais,fourmis-chatenay-malabry,389,491,79.2261
cafards-thiais,fourmis-choisy-le-roi,392,485,80.8247
cafards-thiais,fourmis-orly,393,484,81.1983
cafards-thiais,fourmis-thiais,399,476,83.8235
cafards-thiais,fourmis-versailles,389,489,79.5501
cafards-thiais,frelon-asiatique-chatenay-malabry,373,501,74.4511
cafards-thiais,frelon-asiatique-orly,377,494,76.3158
cafards-thiais,frelon-asiatique-thiais,383,486,78.8066
cafards-thiais,frelons-antony,244,753,32.4037
cafards-thiais,frelons-arcueil,146,634,23.0284
cafards-thiais,frelons-choisy-le-roi,376,492,76.4228
cafards-thiais,frelons-clamart,146,631,23.1379
cafards-thiais,frelons-gentilly,148,635,23.3071
cafards-thiais,frelons-le-kremlin-bicetre,150,628,23.8854
cafards-thiais,frelons-orly,377,491,76.7821
cafards-thiais,frelons-thiais,383,483,79.2961
cafards-thiais,frelons-versailles,221,800,27.625
cafards-thiais,guepes-antony,249,749,33.2443
cafards-thiais,guepes-arcueil,139,640,21.7188
cafards-thiais,guepes-chatenay-malabry,372,500,74.4
cafards-thiais,guepes-choisy-le-roi,375,503,74.5527
cafards-thiais,guepes-clamart,139,636,21.8553
cafards-thiais,guepes-gentilly,141,641,21.9969
cafards-thiais,guepes-le-kremlin-bicetre,143,633,22.5908
cafards-thiais,guepes-orly,376,493,76.2677
cafards-thiais,guepes-thiais,382,485,78.7629
cafards-thiais,guepes-versailles,206,777,26.5122
cafards-thiais,mouches-antony,391,487,80.2875
cafards-thiais,mouches-chatenay-malabry,388,491,79.0224
cafards-thiais,mouches-choisy-le-roi,391,485,80.6186
cafards-thiais,mouches-orly,392,484,80.9917
cafards-thiais,mouches-thiais,398,476,83.6134
cafards-thiais,mouches-versailles,388,489,79.3456
cafards-thiais,punaises-de-lit-antony,261,761,34.297
cafards-thiais,punaises-de-lit-arcueil,271,764,35.4712
cafards-thiais,punaises-de-lit-cachan,231,814,28.3784
cafards-thiais,punaises-de-lit-chatenay-malabry,272,774,35.1421
cafards-thiais,punaises-de-lit-choisy-le-roi,388,481,80.6653
cafards-thiais,punaises-de-lit-clamart,272,771,35.2789
cafards-thiais,punaises-de-lit-fresnes,226,787,28.7166
cafards-thiais,punaises-de-lit-gentilly,273,765,35.6863
cafards-thiais,punaises-de-lit-le-kremlin-bicetre,271,761,35.611
cafards-thiais,punaises-de-lit-lhay-les-roses,231,804,28.7313
cafards-thiais,punaises-de-lit-orly,389,480,81.0417
cafards-thiais,punaises-de-lit-thiais,395,472,83.6864
cafards-thiais,punaises-de-lit-versailles,386,485,79.5876
cafards-thiais,rats-arcueil,272,763,35.6488
cafards-thiais,rats-cachan,252,819,30.7692
cafards-thiais,rats-fresnes,237,783,30.2682
cafards-thiais,rats-gentilly,274,764,35.8639
cafards-thiais,rats-le-kremlin-bicetre,272,760,35.7895
cafards-thiais,rats-lhay-les-roses,232,778,29.8201
cafards-thiais,souris-arcueil,272,763,35.6488
cafards-thiais,souris-cachan,230,803,28.6426
cafards-thiais,souris-fresnes,232,784,29.5918
cafards-thiais,souris-gentilly,274,764,35.8639
cafards-thiais,souris-le-kremlin-bicetre,272,760,35.7895
cafards-thiais,souris-lhay-les-roses,237,782,30.3069
cafards-thiais,xylophages-antony,388,502,77.2908
cafards-thiais,xylophages-chatenay-malabry,385,505,76.2376
cafards-thiais,xylophages-choisy-le-roi,388,500,77.6
cafards-thiais,xylophages-orly,389,499,77.9559
cafards-thiais,xylophages-thiais,395,491,80.4481
cafards-thiais,xylophages-versailles,385,504,76.3889
cafards-versailles,chenille-processionnaire-antony,389,505,77.0297
cafards-versailles,chenille-processionnaire-chatenay-malabry,387,508,76.1811
cafards-versailles,chenille-processionnaire-choisy-le-roi,389,503,77.336
cafards-versailles,chenille-processionnaire-orly,389,503,77.336
cafards-versailles,chenille-processionnaire-thiais,388,502,77.2908
cafards-versailles,chenille-processionnaire-versailles,401,492,81.5041
cafards-versailles,depigeonnage-antony,378,509,74.2633
cafards-versailles,depigeonnage-chatenay-malabry,376,513,73.2943
cafards-versailles,depigeonnage-choisy-le-roi,377,508,74.2126
cafards-versailles,depigeonnage-orly,378,508,74.4094
cafards-versailles,depigeonnage-thiais,377,507,74.359
cafards-versailles,depigeonnage-versailles,390,497,78.4708
cafards-versailles,deratisation-antony,279,741,37.6518
cafards-versailles,deratisation-chatenay-malabry,256,962,26.6112
cafards-versailles,deratisation-chevilly-larue,219,799,27.4093
cafards-versailles,deratisation-choisy-le-roi,217,770,28.1818
cafards-versailles,deratisation-clamart,218,738,29.5393
cafards-versailles,deratisation-orly,239,862,27.7262
cafards-versailles,deratisation-rungis,216,707,30.5516
cafards-versailles,deratisation-thiais,253,966,26.1905
cafards-versailles,deratisation-versailles,231,730,31.6438
cafards-versailles,deratisation-villejuif,239,839,28.4863
cafards-versailles,deratisation-vitry-sur-seine,238,846,28.1324
cafards-versailles,fourmis-antony,390,492,79.2683
cafards-versailles,fourmis-chatenay-malabry,388,495,78.3838
cafards-versailles,fourmis-choisy-le-roi,390,490,79.5918
cafards-versailles,fourmis-orly,390,490,79.5918
cafards-versailles,fourmis-thiais,389,489,79.5501
cafards-versailles,fourmis-versailles,402,479,83.9248
cafards-versailles,frelon-asiatique-chatenay-malabry,372,505,73.6634
cafards-versailles,frelon-asiatique-orly,374,500,74.8
cafards-versailles,frelon-asiatique-thiais,373,499,74.7495
cafards-versailles,frelons-antony,243,757,32.1004
cafards-versailles,frelons-arcueil,144,639,22.5352
cafards-versailles,frelons-choisy-le-roi,374,497,75.2515
cafards-versailles,frelons-clamart,144,636,22.6415
cafards-versailles,frelons-gentilly,147,639,23.0047
cafards-versailles,frelons-le-kremlin-bicetre,148,633,23.3807
cafards-versailles,frelons-orly,374,497,75.2515
cafards-versailles,frelons-thiais,373,496,75.2016
cafards-versailles,frelons-versailles,229,795,28.805
cafards-versailles,guepes-antony,248,753,32.9349
cafards-versailles,guepes-arcueil,137,645,21.2403
cafards-versailles,guepes-chatenay-malabry,371,504,73.6111
cafards-versailles,guepes-choisy-le-roi,373,508,73.4252
cafards-versailles,guepes-clamart,137,641,21.3729
cafards-versailles,guepes-gentilly,140,645,21.7054
cafards-versailles,guepes-le-kremlin-bicetre,141,638,22.1003
cafards-versailles,guepes-orly,373,499,74.7495
cafards-versailles,guepes-thiais,372,498,74.6988
cafards-versailles,guepes-versailles,213,773,27.555
cafards-versailles,mouches-antony,389,492,79.065
cafards-versailles,mouches-chatenay-malabry,387,495,78.1818
cafards-versailles,mouches-choisy-le-roi,389,490,79.3878
cafards-versailles,mouches-orly,389,490,79.3878
cafards-versailles,mouches-thiais,388,489,79.3456
cafards-versailles,mouches-versailles,401,479,83.7161
cafards-versailles,punaises-de-lit-antony,260,765,33.9869
cafards-versailles,punaises-de-lit-arcueil,268,770,34.8052
cafards-versailles,punaises-de-lit-cachan,228,820,27.8049
cafards-versailles,punaises-de-lit-chatenay-malabry,269,780,34.4872
cafards-versailles,punaises-de-lit-choisy-le-roi,386,486,79.4239
cafards-versailles,punaises-de-lit-clamart,269,777,34.6203
cafards-versailles,punaises-de-lit-fresnes,224,792,28.2828
cafards-versailles,punaises-de-lit-gentilly,269,772,34.8446
cafards-versailles,punaises-de-lit-le-kremlin-bicetre,268,767,34.9413
cafards-versailles,punaises-de-lit-lhay-les-roses,229,809,28.3066
cafards-versailles,punaises-de-lit-orly,386,486,79.4239
cafards-versailles,punaises-de-lit-thiais,385,485,79.3814
cafards-versailles,punaises-de-lit-versailles,399,475,84.0
cafards-versailles,rats-arcueil,269,769,34.9805
cafards-versailles,rats-cachan,248,826,30.0242
cafards-versailles,rats-fresnes,236,787,29.9873
cafards-versailles,rats-gentilly,270,771,35.0195
cafards-versailles,rats-le-kremlin-bicetre,269,766,35.1175
cafards-versailles,rats-lhay-les-roses,231,782,29.5396
cafards-versailles,souris-arcueil,269,769,34.9805
cafards-versailles,souris-cachan,227,809,28.0593
cafards-versailles,souris-fresnes,229,790,28.9873
cafards-versailles,souris-gentilly,270,771,35.0195
cafards-versailles,souris-le-kremlin-bicetre,269,766,35.1175
cafards-versailles,souris-lhay-les-roses,235,787,29.8602
cafards-versailles,xylophages-antony,386,507,76.1341
cafards-versailles,xylophages-chatenay-malabry,384,509,75.442
cafards-versailles,xylophages-choisy-le-roi,386,505,76.4356
cafards-versailles,xylophages-orly,386,505,76.4356
cafards-versailles,xylophages-thiais,385,504,76.3889
cafards-versailles,xylophages-versailles,398,494,80.5668
chenille-processionnaire-antony,chenille-processionnaire-chatenay-malabry,431,456,94.5175
chenille-processionnaire-antony,chenille-processionnaire-choisy-le-roi,433,451,96.0089
chenille-processionnaire-antony,chenille-processionnaire-orly,432,452,95.5752
chenille-processionnaire-antony,chenille-processionnaire-thiais,432,450,96.0
chenille-processionnaire-antony,chenille-processionnaire-versailles,430,455,94.5055
chenille-processionnaire-antony,depigeonnage-antony,389,490,79.3878
chenille-processionnaire-antony,depigeonnage-chatenay-malabry,378,503,75.1491
chenille-processionnaire-antony,depigeonnage-choisy-le-roi,378,499,75.7515
chenille-processionnaire-antony,depigeonnage-orly,379,499,75.9519
chenille-processionnaire-antony,depigeonnage-thiais,379,497,76.2575
chenille-processionnaire-antony,depigeonnage-versailles,377,502,75.0996
chenille-processionnaire-antony,deratisation-antony,280,732,38.2514
chenille-processionnaire-antony,deratisation-chatenay-malabry,254,956,26.569
chenille-processionnaire-antony,deratisation-chevilly-larue,220,790,27.8481
chenille-processionnaire-antony,deratisation-choisy-le-roi,216,763,28.3093
chenille-processionnaire-antony,deratisation-clamart,219,729,30.0412
chenille-processionnaire-antony,deratisation-orly,242,851,28.4371
chenille-processionnaire-antony,deratisation-rungis,214,701,30.5278
chenille-processionnaire-antony,deratisation-thiais,251,960,26.1458
chenille-processionnaire-antony,deratisation-versailles,219,734,29.8365
chenille-processionnaire-antony,deratisation-villejuif,236,834,28.2974
chenille-processionnaire-antony,deratisation-vitry-sur-seine,239,837,28.5544
chenille-processionnaire-antony,fourmis-antony,400,474,84.3882
chenille-processionnaire-antony,fourmis-chatenay-malabry,388,487,79.6715
chenille-processionnaire-antony,fourmis-choisy-le-roi,390,482,80.9129
chenille-processionnaire-antony,fourmis-orly,389,483,80.5383
chenille-processionnaire-antony,fourmis-thiais,389,481,80.8732
chenille-processionnaire-antony,fourmis-versailles,387,486,79.6296
chenille-processionnaire-antony,frelon-asiatique-chatenay-malabry,380,489,77.7096
chenille-processionnaire-antony,frelon-asiatique-orly,381,485,78.5567
chenille-processionnaire-antony,frelon-asiatique-thiais,381,483,78.882
chenille-processionnaire-antony,frelons-antony,254,738,34.4173
chenille-processionnaire-antony,frelons-arcueil,148,627,23.6045
chenille-processionnaire-antony,frelons-choisy-le-roi,382,481,79.4179
chenille-processionnaire-antony,frelons-clamart,148,624,23.7179
chenille-processionnaire-antony,frelons-gentilly,151,627,24.0829
chenille-processionnaire-antony,frelons-le-kremlin-bicetre,151,622,24.2765
chenille-processionnaire-antony,frelons-orly,381,482,79.0456
chenille-processionnaire-antony,frelons-thiais,381,480,79.375
chenille-processionnaire-antony,frelons-versailles,222,794,27.9597
chenille-processionnaire-antony,guepes-antony,259,734,35.2861
chenille-processionnaire-antony,guepes-arcueil,139,635,21.8898
chenille-processionnaire-antony,guepes-chatenay-malabry,378,489,77.3006
chenille-processionnaire-antony,guepes-choisy-le-roi,380,493,77.0791
chenille-processionnaire-antony,guepes-clamart,140,630,22.2222
chenille-processionnaire-antony,guepes-gentilly,142,635,22.3622
chenille-processionnaire-antony,guepes-le-kremlin-bicetre,143,628,22.7707
chenille-processionnaire-antony,guepes-orly,379,485,78.1443
chenille-processionnaire-antony,guepes-thiais,379,483,78.4679
chenille-processionnaire-antony,guepes-versailles,208,770,27.013
chenille-processionnaire-antony,mouches-antony,401,472,84.9576
chenille-processionnaire-antony,mouches-chatenay-malabry,389,485,80.2062
chenille-processionnaire-antony,mouches-choisy-le-roi,391,480,81.4583
chenille-processionnaire-antony,mouches-orly,390,481,81.0811
chenille-processionnaire-antony,mouches-thiais,390,479,81.4196
chenille-processionnaire-antony,mouches-versailles,388,484,80.1653
chenille-processionnaire-antony,punaises-de-lit-antony,268,749,35.781
chenille-processionnaire-antony,punaises-de-lit-arcueil,263,767,34.2894
chenille-processionnaire-antony,punaises-de-lit-cachan,230,810,28.3951
chenille-processionnaire-antony,punaises-de-lit-chatenay-malabry,268,773,34.6701
chenille-processionnaire-antony,punaises-de-lit-choisy-le-roi,389,475,81.8947
chenille-processionnaire-antony,punaises-de-lit-clamart,265,773,34.282
chenille-processionnaire-antony,punaises-de-lit-fresnes,222,786,28.2443
chenille-processionnaire-antony,punaises-de-lit-gentilly,266,767,34.6806
chenille-processionnaire-antony,punaises-de-lit-le-kremlin-bicetre,265,762,34.7769
chenille-processionnaire-antony,punaises-de-lit-lhay-les-roses,225,805,27.9503
chenille-processionnaire-antony,punaises-de-lit-orly,388,476,81.5126
chenille-processionnaire-antony,punaises-de-lit-thiais,388,474,81.8565
chenille-processionnaire-antony,punaises-de-lit-versailles,387,479,80.7933
chenille-processionnaire-antony,rats-arcueil,264,766,34.4648
chenille-processionnaire-antony,rats-cachan,243,823,29.5261
chenille-processionnaire-antony,rats-fresnes,238,777,30.6306
chenille-processionnaire-antony,rats-gentilly,267,766,34.8564
chenille-processionnaire-antony,rats-le-kremlin-bicetre,266,761,34.954
chenille-processionnaire-antony,rats-lhay-les-roses,230,775,29.6774
chenille-processionnaire-antony,souris-arcueil,264,766,34.4648
chenille-processionnaire-antony,souris-cachan,230,798,28.8221
chenille-processionnaire-antony,souris-fresnes,229,782,29.2839
chenille-processionnaire-antony,souris-gentilly,267,766,34.8564
chenille-processionnaire-antony,souris-le-kremlin-bicetre,266,761,34.954
chenille-processionnaire-antony,souris-lhay-les-roses,235,779,30.1669
chenille-processionnaire-antony,xylophages-antony,397,488,81.3525
chenille-processionnaire-antony,xylophages-chatenay-malabry,385,500,77.0
chenille-processionnaire-antony,xylophages-choisy-le-roi,387,496,78.0242
chenille-processionnaire-antony,xylophages-orly,386,497,77.666
chenille-processionnaire-antony,xylophages-thiais,386,495,77.9798
chenille-processionnaire-antony,xylophages-versailles,384,500,76.8
chenille-processionnaire-chatenay-malabry,chenille-processionnaire-choisy-le-roi,431,454,94.9339
chenille-processionnaire-chatenay-malabry,chenille-processionnaire-orly,430,455,94.5055
chenille-processionnaire-chatenay-malabry,chenille-processionnaire-thiais,429,454,94.4934
chenille-processionnaire-chatenay-malabry,chenille-processionnaire-versailles,428,458,93.4498
chenille-processionnaire-chatenay-malabry,depigeonnage-antony,377,503,74.9503
chenille-processionnaire-chatenay-malabry,depigeonnage-chatenay-malabry,390,492,79.2683
chenille-processionnaire-chatenay-malabry,depigeonnage-choisy-le-roi,376,502,74.9004
chenille-processionnaire-chatenay-malabry,depigeonnage-orly,376,503,74.7515
chenille-processionnaire-chatenay-malabry,depigeonnage-thiais,375,502,74.7012
chenille-processionnaire-chatenay-malabry,depigeonnage-versailles,374,506,73.913
chenille-processionnaire-chatenay-malabry,deratisation-antony,268,745,35.9732
chenille-processionnaire-chatenay-malabry,deratisation-chatenay-malabry,262,949,27.608
chenille-processionnaire-chatenay-malabry,deratisation-chevilly-larue,217,794,27.33
chenille-processionnaire-chatenay-malabry,deratisation-choisy-le-roi,213,767,27.7705
chenille-processionnaire-chatenay-malabry,deratisation-clamart,215,734,29.2916
chenille-processionnaire-chatenay-malabry,deratisation-orly,238,856,27.8037
chenille-processionnaire-chatenay-malabry,deratisation-rungis,211,705,29.9291
chenille-processionnaire-chatenay-malabry,deratisation-thiais,249,963,25.8567
chenille-processionnaire-chatenay-malabry,deratisation-versailles,216,738,29.2683
chenille-processionnaire-chatenay-malabry,deratisation-villejuif,233,838,27.8043
chenille-processionnaire-chatenay-malabry,deratisation-vitry-sur-seine,236,841,28.0618
chenille-processionnaire-chatenay-malabry,fourmis-antony,388,487,79.6715
chenille-processionnaire-chatenay-malabry,fourmis-chatenay-malabry,401,475,84.4211
chenille-processionnaire-chatenay-malabry,fourmis-choisy-le-roi,388,485,80.0
chenille-processionnaire-chatenay-malabry,fourmis-orly,387,486,79.6296
chenille-processionnaire-chatenay-malabry,fourmis-thiais,386,485,79.5876
chenille-processionnaire-chatenay-malabry,fourmis-versailles,385,489,78.7321
chenille-processionnaire-chatenay-malabry,frelon-asiatique-chatenay-malabry,393,477,82.3899
chenille-processionnaire-chatenay-malabry,frelon-asiatique-orly,379,488,77.6639
chenille-processionnaire-chatenay-malabry,frelon-asiatique-thiais,378,487,77.6181
chenille-processionnaire-chatenay-malabry,frelons-antony,242,751,32.2237
chenille-processionnaire-chatenay-malabry,frelons-arcueil,146,630,23.1746
chenille-processionnaire-chatenay-malabry,frelons-choisy-le-roi,380,484,78.5124
chenille-processionnaire-chatenay-malabry,frelons-clamart,146,627,23.2855
chenille-processionnaire-chatenay-malabry,frelons-gentilly,150,629,23.8474
chenille-processionnaire-chatenay-malabry,frelons-le-kremlin-bicetre,150,624,24.0385
chenille-processionnaire-chatenay-malabry,frelons-orly,379,485,78.1443
chenille-processionnaire-chatenay-malabry,frelons-thiais,378,484,78.0992
chenille-processionnaire-chatenay-malabry,frelons-versailles,220,797,27.6035
chenille-processionnaire-chatenay-malabry,guepes-antony,247,747,33.0656
chenille-processionnaire-chatenay-malabry,guepes-arcueil,137,638,21.4734
chenille-processionnaire-chatenay-malabry,guepes-chatenay-malabry,391,477,81.9706
chenille-processionnaire-chatenay-malabry,guepes-choisy-le-roi,378,496,76.2097
chenille-processionnaire-chatenay-malabry,guepes-clamart,138,633,21.8009
chenille-processionnaire-chatenay-malabry,guepes-gentilly,141,637,22.135
chenille-processionnaire-chatenay-malabry,guepes-le-kremlin-bicetre,142,630,22.5397
chenille-processionnaire-chatenay-malabry,guepes-orly,377,488,77.2541
chenille-processionnaire-chatenay-malabry,guepes-thiais,376,487,77.2074
chenille-processionnaire-chatenay-malabry,guepes-versailles,207,772,26.8135
chenille-processionnaire-chatenay-malabry,mouches-antony,389,485,80.2062
chenille-processionnaire-chatenay-malabry,mouches-chatenay-malabry,402,473,84.9894
chenille-processionnaire-chatenay-malabry,mouches-choisy-le-roi,389,483,80.5383
chenille-processionnaire-chatenay-malabry,mouches-orly,388,484,80.1653
chenille-processionnaire-chatenay-malabry,mouches-thiais,387,483,80.1242
chenille-processionnaire-chatenay-malabry,mouches-versailles,386,487,79.2608
chenille-processionnaire-chatenay-malabry,punaises-de-lit-antony,256,762,33.5958
chenille-processionnaire-chatenay-malabry,punaises-de-lit-arcueil,260,771,33.7224
chenille-processionnaire-chatenay-malabry,punaises-de-lit-cachan,226,815,27.7301
chenille-processionnaire-chatenay-malabry,punaises-de-lit-chatenay-malabry,271,771,35.1492
chenille-processionnaire-chatenay-malabry,punaises-de-lit-choisy-le-roi,387,478,80.9623
chenille-processionnaire-chatenay-malabry,punaises-de-lit-clamart,262,777,33.7194
chenille-processionnaire-chatenay-malabry,punaises-de-lit-fresnes,219,790,27.7215
chenille-processionnaire-chatenay-malabry,punaises-de-lit-gentilly,263,771,34.1115
chenille-processionnaire-chatenay-malabry,punaises-de-lit-le-kremlin-bicetre,262,766,34.2037
chenille-processionnaire-chatenay-malabry,punaises-de-lit-lhay-les-roses,223,808,27.599
chenille-processionnaire-chatenay-malabry,punaises-de-lit-orly,386,479,80.5846
chenille-processionnaire-chatenay-malabry,punaises-de-lit-thiais,385,478,80.5439
chenille-processionnaire-chatenay-malabry,punaises-de-lit-versailles,385,482,79.8755
chenille-processionnaire-chatenay-malabry,rats-arcueil,261,770,33.8961
chenille-processionnaire-chatenay-malabry,rats-cachan,240,827,29.0206
chenille-processionnaire-chatenay-malabry,rats-fresnes,235,781,30.0896
chenille-processionnaire-chatenay-malabry,rats-gentilly,264,770,34.2857
chenille-processionnaire-chatenay-malabry,rats-le-kremlin-bicetre,263,765,34.3791
chenille-processionnaire-chatenay-malabry,rats-lhay-les-roses,228,778,29.3059
chenille-processionnaire-chatenay-malabry,souris-arcueil,261,770,33.8961
chenille-processionnaire-chatenay-malabry,souris-cachan,226,803,28.1445
chenille-processionnaire-chatenay-malabry,souris-fresnes,227,785,28.9172
chenille-processionnaire-chatenay-malabry,souris-gentilly,264,770,34.2857
chenille-processionnaire-chatenay-malabry,souris-le-kremlin-bicetre,263,765,34.3791
chenille-processionnaire-chatenay-malabry,souris-lhay-les-roses,233,782,29.7954
chenille-processionnaire-chatenay-malabry,xylophages-antony,386,500,77.2
chenille-processionnaire-chatenay-malabry,xylophages-chatenay-malabry,398,488,81.5574
chenille-processionnaire-chatenay-malabry,xylophages-choisy-le-roi,386,498,77.51
chenille-processionnaire-chatenay-malabry,xylophages-orly,385,499,77.1543
chenille-processionnaire-chatenay-malabry,xylophages-thiais,384,498,77.1084
chenille-processionnaire-chatenay-malabry,xylophages-versailles,383,502,76.2948
chenille-processionnaire-choisy-le-roi,chenille-processionnaire-orly,433,449,96.4365
chenille-processionnaire-choisy-le-roi,chenille-processionnaire-thiais,432,448,96.4286
